transaction_id,date,time,hour,day_of_week,month,month_num,amount,category,merchant,sender_upi,receiver_upi,status,is_anomaly,payment_mode
GP0006001,2024-04-25,00:47:21,0,Thursday,April,4,238.42,Food & Dining,Dominos,user1290@okicici,dominos@okaxis,Success,False,GPay UPI
GP0006002,2024-06-25,15:20:06,15,Tuesday,June,6,608.21,Healthcare,PharmEasy,user6976@okicici,pharmeasy@okaxis,Success,False,GPay UPI
GP0006003,2024-11-21,19:28:58,19,Thursday,November,11,993.58,Entertainment,Netflix,user5042@okicici,netflix@okaxis,Success,False,GPay UPI
GP0006004,2024-04-02,13:25:40,13,Tuesday,April,4,364.6,Food & Dining,KFC,user3026@okicici,kfc@okaxis,Success,False,GPay UPI
GP0006005,2024-11-28,17:26:33,17,Thursday,November,11,1934.35,Healthcare,Practo,user1818@okicici,practo@okaxis,Success,False,GPay UPI
GP0006006,2024-04-09,19:29:02,19,Tuesday,April,4,1921.42,Healthcare,Practo,user3224@okicici,practo@okaxis,Success,False,GPay UPI
GP0006007,2024-01-24,21:22:45,21,Wednesday,January,1,9995.64,Shopping,Amazon,user4775@okicici,amazon@okaxis,Success,False,GPay UPI
GP0006008,2024-08-04,15:09:27,15,Sunday,August,8,385.25,Transport,RedBus,user1292@okicici,redbus@okaxis,Success,False,GPay UPI
GP0006009,2024-07-03,17:38:23,17,Wednesday,July,7,23704.39,Bank Transfer,EMI Payment,user6665@okicici,emi.payment@okaxis,Success,False,GPay UPI
GP0006010,2024-02-25,07:53:20,7,Sunday,February,2,747.29,Transport,RedBus,user4469@okicici,redbus@okaxis,Success,False,GPay UPI
GP0006011,2024-02-19,18:25:57,18,Monday,February,2,150.25,Recharge,Jio,user9069@okicici,jio@okaxis,Success,False,GPay UPI
GP0006012,2024-05-20,15:07:41,15,Monday,May,5,2335.32,Utilities,DTH Recharge,user6555@okicici,dth.recharge@okaxis,Success,False,GPay UPI
GP0006013,2024-07-23,02:23:24,2,Tuesday,July,7,12106.98,Shopping,Nykaa,user4058@okicici,nykaa@okaxis,Failed,False,GPay UPI
GP0006014,2024-01-14,12:46:57,12,Sunday,January,1,377.11,Entertainment,Zee5,user7200@okicici,zee5@okaxis,Success,False,GPay UPI
GP0006015,2024-10-03,07:41:56,7,Thursday,October,10,665.14,Transport,IRCTC,user9014@okicici,irctc@okaxis,Success,False,GPay UPI
GP0006016,2024-10-31,09:16:23,9,Thursday,October,10,9229.13,Bank Transfer,Friend Transfer,user5675@okicici,friend.transfer@okaxis,Success,False,GPay UPI
GP0006017,2024-07-14,08:00:24,8,Sunday,July,7,380.14,Recharge,Jio,user6096@okicici,jio@okaxis,Success,False,GPay UPI
GP0006018,2024-08-11,18:50:12,18,Sunday,August,8,8827.51,Education,Udemy,user5004@okicici,udemy@okaxis,Success,False,GPay UPI
GP0006019,2024-02-20,19:09:55,19,Tuesday,February,2,1767.63,Utilities,Broadband,user1894@okicici,broadband@okaxis,Success,False,GPay UPI
GP0006020,2024-11-26,22:50:15,22,Tuesday,November,11,1281.18,Groceries,JioMart,user8769@okicici,jiomart@okaxis,Success,False,GPay UPI
GP0006021,2024-06-21,20:41:03,20,Friday,June,6,770.52,Entertainment,BookMyShow,user9607@okicici,bookmyshow@okaxis,Success,False,GPay UPI
GP0006022,2024-08-09,04:11:12,4,Friday,August,8,14906.23,Shopping,Ajio,user8119@okicici,ajio@okaxis,Success,False,GPay UPI
GP0006023,2024-12-03,18:27:16,18,Tuesday,December,12,1752.56,Healthcare,Apollo Pharmacy,user5760@okicici,apollo.pharmacy@okaxis,Success,False,GPay UPI
GP0006024,2024-01-26,02:31:04,2,Friday,January,1,491.7,Groceries,Zepto,user6493@okicici,zepto@okaxis,Success,False,GPay UPI
GP0006025,2024-05-09,00:13:15,0,Thursday,May,5,4768.99,Utilities,Gas Agency,user1846@okicici,gas.agency@okaxis,Pending,False,GPay UPI
GP0006026,2024-07-08,07:02:37,7,Monday,July,7,291.39,Entertainment,BookMyShow,user3255@okicici,bookmyshow@okaxis,Success,False,GPay UPI
GP0006027,2024-08-14,13:48:10,13,Wednesday,August,8,733.91,Transport,IRCTC,user6784@okicici,irctc@okaxis,Success,False,GPay UPI
GP0006028,2024-08-09,10:34:39,10,Friday,August,8,684.39,Recharge,BSNL,user8842@okicici,bsnl@okaxis,Success,False,GPay UPI
GP0006029,2024-08-01,15:40:56,15,Thursday,August,8,1088.24,Utilities,Gas Agency,user3020@okicici,gas.agency@okaxis,Success,True,GPay UPI
GP0006030,2024-06-07,08:58:15,8,Friday,June,6,553.15,Entertainment,Hotstar,user1945@okicici,hotstar@okaxis,Success,False,GPay UPI
GP0006031,2024-05-05,13:57:42,13,Sunday,May,5,1033.25,Groceries,BigBasket,user2764@okicici,bigbasket@okaxis,Success,False,GPay UPI
GP0006032,2024-06-03,09:19:38,9,Monday,June,6,572.76,Recharge,Airtel,user1229@okicici,airtel@okaxis,Success,False,GPay UPI
GP0006033,2024-09-02,02:51:39,2,Monday,September,9,1084.1,Food & Dining,Zomato,user9435@okicici,zomato@okaxis,Failed,False,GPay UPI
GP0006034,2024-03-08,18:24:56,18,Friday,March,3,867.47,Utilities,Water Bill,user5800@okicici,water.bill@okaxis,Success,False,GPay UPI
GP0006035,2024-09-30,07:36:57,7,Monday,September,9,434.07,Recharge,BSNL,user5872@okicici,bsnl@okaxis,Success,False,GPay UPI
GP0006036,2024-05-14,02:43:12,2,Tuesday,May,5,760.88,Transport,Ola,user3036@okicici,ola@okaxis,Success,False,GPay UPI
GP0006037,2024-09-10,10:03:56,10,Tuesday,September,9,413.34,Utilities,Water Bill,user5194@okicici,water.bill@okaxis,Success,False,GPay UPI
GP0006038,2024-06-16,18:42:46,18,Sunday,June,6,200.97,Transport,Rapido,user8331@okicici,rapido@okaxis,Success,False,GPay UPI
GP0006039,2024-12-16,18:26:21,18,Monday,December,12,2283.22,Education,Unacademy,user3131@okicici,unacademy@okaxis,Success,False,GPay UPI
GP0006040,2024-05-05,07:30:37,7,Sunday,May,5,40289.09,Groceries,Zepto,user2140@okicici,zepto@okaxis,Success,True,GPay UPI
GP0006041,2024-04-09,17:11:00,17,Tuesday,April,4,606.28,Recharge,BSNL,user8821@okicici,bsnl@okaxis,Success,False,GPay UPI
GP0006042,2024-11-02,05:14:26,5,Saturday,November,11,246.25,Utilities,Broadband,user1577@okicici,broadband@okaxis,Success,False,GPay UPI
GP0006043,2024-10-01,22:52:15,22,Tuesday,October,10,452.73,Entertainment,BookMyShow,user9151@okicici,bookmyshow@okaxis,Pending,False,GPay UPI
GP0006044,2024-11-24,01:01:23,1,Sunday,November,11,235.4,Entertainment,BookMyShow,user2476@okicici,bookmyshow@okaxis,Failed,False,GPay UPI
GP0006045,2024-05-23,00:21:37,0,Thursday,May,5,3863.43,Utilities,Water Bill,user9199@okicici,water.bill@okaxis,Success,False,GPay UPI
GP0006046,2024-02-29,16:01:24,16,Thursday,February,2,59.33,Transport,RedBus,user4231@okicici,redbus@okaxis,Success,False,GPay UPI
GP0006047,2024-12-09,03:32:11,3,Monday,December,12,719.83,Recharge,Vi,user9716@okicici,vi@okaxis,Success,False,GPay UPI
GP0006048,2024-10-10,05:31:22,5,Thursday,October,10,453.42,Healthcare,Practo,user2533@okicici,practo@okaxis,Success,False,GPay UPI
GP0006049,2024-03-27,23:48:24,23,Wednesday,March,3,5320.4,Education,Coursera,user5874@okicici,coursera@okaxis,Success,False,GPay UPI
GP0006050,2024-06-10,05:56:01,5,Monday,June,6,1897.21,Healthcare,1mg,user2179@okicici,1mg@okaxis,Success,False,GPay UPI
GP0006051,2024-09-27,22:44:55,22,Friday,September,9,557.6,Healthcare,Apollo Pharmacy,user4352@okicici,apollo.pharmacy@okaxis,Success,False,GPay UPI
GP0006052,2024-06-02,08:21:51,8,Sunday,June,6,621.33,Transport,Ola,user8231@okicici,ola@okaxis,Success,False,GPay UPI
GP0006053,2024-12-02,21:34:43,21,Monday,December,12,299.67,Entertainment,Spotify,user6216@okicici,spotify@okaxis,Success,False,GPay UPI
GP0006054,2024-06-04,16:38:37,16,Tuesday,June,6,404.38,Recharge,Vi,user1270@okicici,vi@okaxis,Success,False,GPay UPI
GP0006055,2024-10-03,03:03:37,3,Thursday,October,10,810.63,Healthcare,Netmeds,user1881@okicici,netmeds@okaxis,Failed,False,GPay UPI
GP0006056,2024-06-21,22:48:21,22,Friday,June,6,4032.86,Shopping,Meesho,user1908@okicici,meesho@okaxis,Success,False,GPay UPI
GP0006057,2024-10-14,17:38:51,17,Monday,October,10,4975.09,Bank Transfer,Personal Transfer,user4201@okicici,personal.transfer@okaxis,Success,False,GPay UPI
GP0006058,2024-05-21,17:01:31,17,Tuesday,May,5,6121.65,Education,Coursera,user8909@okicici,coursera@okaxis,Failed,False,GPay UPI
GP0006059,2024-10-17,23:58:26,23,Thursday,October,10,1652.82,Utilities,Broadband,user8219@okicici,broadband@okaxis,Success,False,GPay UPI
GP0006060,2024-07-19,17:11:42,17,Friday,July,7,572.79,Food & Dining,McDonald's,user1605@okicici,mcdonald's@okaxis,Success,False,GPay UPI
GP0006061,2024-05-29,04:49:22,4,Wednesday,May,5,4607.67,Utilities,Broadband,user2574@okicici,broadband@okaxis,Success,False,GPay UPI
GP0006062,2024-07-04,17:41:20,17,Thursday,July,7,48710.72,Bank Transfer,Family Transfer,user3085@okicici,family.transfer@okaxis,Success,False,GPay UPI
GP0006063,2024-03-23,09:19:57,9,Saturday,March,3,663.79,Transport,RedBus,user7407@okicici,redbus@okaxis,Pending,False,GPay UPI
GP0006064,2024-06-12,09:08:16,9,Wednesday,June,6,655.99,Transport,Metro Card,user2054@okicici,metro.card@okaxis,Success,False,GPay UPI
GP0006065,2024-07-13,01:44:53,1,Saturday,July,7,4249.25,Bank Transfer,Friend Transfer,user3218@okicici,friend.transfer@okaxis,Success,False,GPay UPI
GP0006066,2024-09-29,00:03:30,0,Sunday,September,9,4135.51,Shopping,Ajio,user7134@okicici,ajio@okaxis,Success,False,GPay UPI
GP0006067,2024-10-19,09:25:38,9,Saturday,October,10,799.57,Recharge,Vi,user8139@okicici,vi@okaxis,Success,False,GPay UPI
GP0006068,2024-03-01,18:47:17,18,Friday,March,3,1718.13,Groceries,JioMart,user7039@okicici,jiomart@okaxis,Success,False,GPay UPI
GP0006069,2024-07-09,09:25:32,9,Tuesday,July,7,1683.5,Utilities,Broadband,user8162@okicici,broadband@okaxis,Success,False,GPay UPI
GP0006070,2024-12-03,18:50:08,18,Tuesday,December,12,2780.0,Utilities,Gas Agency,user4650@okicici,gas.agency@okaxis,Success,False,GPay UPI
GP0006071,2024-06-19,10:10:15,10,Wednesday,June,6,1675.19,Groceries,Blinkit,user9156@okicici,blinkit@okaxis,Success,False,GPay UPI
GP0006072,2024-08-20,11:36:22,11,Tuesday,August,8,646.21,Transport,Rapido,user5920@okicici,rapido@okaxis,Success,False,GPay UPI
GP0006073,2024-04-30,07:34:17,7,Tuesday,April,4,2678.62,Utilities,DTH Recharge,user9172@okicici,dth.recharge@okaxis,Success,False,GPay UPI
GP0006074,2024-01-14,03:18:15,3,Sunday,January,1,422.94,Entertainment,Amazon Prime,user3472@okicici,amazon.prime@okaxis,Success,False,GPay UPI
GP0006075,2024-12-24,13:47:30,13,Tuesday,December,12,611.39,Transport,Ola,user6790@okicici,ola@okaxis,Pending,False,GPay UPI
GP0006076,2024-12-28,23:22:58,23,Saturday,December,12,842.18,Food & Dining,Starbucks,user6178@okicici,starbucks@okaxis,Success,False,GPay UPI
GP0006077,2024-10-17,04:09:57,4,Thursday,October,10,774.15,Entertainment,Spotify,user9895@okicici,spotify@okaxis,Success,False,GPay UPI
GP0006078,2024-02-12,06:45:48,6,Monday,February,2,818.18,Food & Dining,McDonald's,user7888@okicici,mcdonald's@okaxis,Success,False,GPay UPI
GP0006079,2024-06-18,00:44:51,0,Tuesday,June,6,2684.66,Education,BYJU'S,user4475@okicici,byju's@okaxis,Success,False,GPay UPI
GP0006080,2024-11-18,08:52:12,8,Monday,November,11,19157.93,Bank Transfer,EMI Payment,user5844@okicici,emi.payment@okaxis,Success,False,GPay UPI
GP0006081,2024-03-31,20:45:40,20,Sunday,March,3,2814.47,Groceries,Blinkit,user8277@okicici,blinkit@okaxis,Success,False,GPay UPI
GP0006082,2024-03-18,03:23:28,3,Monday,March,3,973.59,Recharge,BSNL,user3423@okicici,bsnl@okaxis,Failed,False,GPay UPI
GP0006083,2024-08-27,06:45:50,6,Tuesday,August,8,8517.91,Healthcare,Netmeds,user6651@okicici,netmeds@okaxis,Failed,True,GPay UPI
GP0006084,2024-09-05,02:12:25,2,Thursday,September,9,593.47,Entertainment,Hotstar,user5723@okicici,hotstar@okaxis,Success,False,GPay UPI
GP0006085,2024-02-14,18:42:37,18,Wednesday,February,2,1447.26,Food & Dining,McDonald's,user1142@okicici,mcdonald's@okaxis,Success,False,GPay UPI
GP0006086,2024-10-18,20:56:34,20,Friday,October,10,736.2,Food & Dining,McDonald's,user8834@okicici,mcdonald's@okaxis,Success,False,GPay UPI
GP0006087,2024-01-30,12:41:58,12,Tuesday,January,1,179.57,Recharge,BSNL,user8975@okicici,bsnl@okaxis,Success,False,GPay UPI
GP0006088,2024-07-25,20:30:04,20,Thursday,July,7,81.35,Healthcare,Practo,user6195@okicici,practo@okaxis,Success,False,GPay UPI
GP0006089,2024-04-25,17:55:26,17,Thursday,April,4,449.3,Recharge,Airtel,user4798@okicici,airtel@okaxis,Success,False,GPay UPI
GP0006090,2024-09-07,16:54:27,16,Saturday,September,9,1880.59,Groceries,Blinkit,user6735@okicici,blinkit@okaxis,Success,False,GPay UPI
GP0006091,2024-09-22,06:12:32,6,Sunday,September,9,771.76,Entertainment,Zee5,user6934@okicici,zee5@okaxis,Success,False,GPay UPI
GP0006092,2024-08-25,16:56:38,16,Sunday,August,8,643.84,Transport,Ola,user5299@okicici,ola@okaxis,Success,False,GPay UPI
GP0006093,2024-06-17,23:48:19,23,Monday,June,6,82.23,Recharge,BSNL,user6245@okicici,bsnl@okaxis,Success,False,GPay UPI
GP0006094,2024-07-06,17:21:31,17,Saturday,July,7,4878.22,Education,BYJU'S,user8185@okicici,byju's@okaxis,Success,False,GPay UPI
GP0006095,2024-04-16,11:24:09,11,Tuesday,April,4,3489.45,Shopping,Flipkart,user8280@okicici,flipkart@okaxis,Success,False,GPay UPI
GP0006096,2024-07-31,22:22:58,22,Wednesday,July,7,1404.48,Shopping,Ajio,user9505@okicici,ajio@okaxis,Success,False,GPay UPI
GP0006097,2024-09-16,17:47:42,17,Monday,September,9,1818.62,Groceries,DMart,user4619@okicici,dmart@okaxis,Success,False,GPay UPI
GP0006098,2024-10-29,12:32:39,12,Tuesday,October,10,298.4,Utilities,Broadband,user1978@okicici,broadband@okaxis,Success,False,GPay UPI
GP0006099,2024-10-14,04:04:07,4,Monday,October,10,465.65,Food & Dining,McDonald's,user4770@okicici,mcdonald's@okaxis,Success,False,GPay UPI
GP0006100,2024-05-05,06:06:05,6,Sunday,May,5,14576.93,Bank Transfer,Friend Transfer,user2100@okicici,friend.transfer@okaxis,Success,False,GPay UPI
GP0006101,2024-04-22,19:11:20,19,Monday,April,4,932.0,Entertainment,Spotify,user8689@okicici,spotify@okaxis,Success,False,GPay UPI
GP0006102,2024-04-05,21:51:38,21,Friday,April,4,3089.33,Utilities,Gas Agency,user1906@okicici,gas.agency@okaxis,Failed,False,GPay UPI
GP0006103,2024-05-24,09:58:47,9,Friday,May,5,511.65,Healthcare,1mg,user4190@okicici,1mg@okaxis,Failed,False,GPay UPI
GP0006104,2024-05-01,20:32:03,20,Wednesday,May,5,31069.5,Groceries,Zepto,user9875@okicici,zepto@okaxis,Failed,True,GPay UPI
GP0006105,2024-09-30,09:03:55,9,Monday,September,9,1010.93,Utilities,Broadband,user7608@okicici,broadband@okaxis,Success,False,GPay UPI
GP0006106,2024-10-23,16:07:49,16,Wednesday,October,10,28226.94,Bank Transfer,EMI Payment,user8711@okicici,emi.payment@okaxis,Success,False,GPay UPI
GP0006107,2024-11-01,13:13:08,13,Friday,November,11,39024.24,Bank Transfer,Family Transfer,user4118@okicici,family.transfer@okaxis,Success,False,GPay UPI
GP0006108,2024-12-27,22:33:56,22,Friday,December,12,142.43,Healthcare,Netmeds,user4596@okicici,netmeds@okaxis,Success,False,GPay UPI
GP0006109,2024-11-24,09:02:17,9,Sunday,November,11,43448.15,Bank Transfer,Family Transfer,user1446@okicici,family.transfer@okaxis,Success,False,GPay UPI
GP0006110,2024-05-06,13:38:17,13,Monday,May,5,512.18,Recharge,BSNL,user1182@okicici,bsnl@okaxis,Failed,False,GPay UPI
GP0006111,2024-04-17,17:56:28,17,Wednesday,April,4,981.75,Food & Dining,KFC,user1759@okicici,kfc@okaxis,Pending,False,GPay UPI
GP0006112,2024-08-24,19:43:23,19,Saturday,August,8,2058.68,Utilities,Broadband,user1445@okicici,broadband@okaxis,Failed,False,GPay UPI
GP0006113,2024-10-02,23:55:37,23,Wednesday,October,10,937.62,Food & Dining,Dominos,user3417@okicici,dominos@okaxis,Success,False,GPay UPI
GP0006114,2024-05-14,05:31:16,5,Tuesday,May,5,37687.23,Utilities,DTH Recharge,user4892@okicici,dth.recharge@okaxis,Success,True,GPay UPI
GP0006115,2024-07-13,03:10:28,3,Saturday,July,7,5398.19,Shopping,Nykaa,user8517@okicici,nykaa@okaxis,Success,False,GPay UPI
GP0006116,2024-10-26,06:56:48,6,Saturday,October,10,449.89,Transport,IRCTC,user8246@okicici,irctc@okaxis,Failed,False,GPay UPI
GP0006117,2024-12-07,11:23:46,11,Saturday,December,12,362.63,Groceries,Zepto,user8542@okicici,zepto@okaxis,Success,False,GPay UPI
GP0006118,2024-05-07,21:35:08,21,Tuesday,May,5,853.72,Bank Transfer,Friend Transfer,user4284@okicici,friend.transfer@okaxis,Success,False,GPay UPI
GP0006119,2024-06-01,04:36:26,4,Saturday,June,6,333.91,Food & Dining,McDonald's,user8818@okicici,mcdonald's@okaxis,Success,False,GPay UPI
GP0006120,2024-05-24,01:34:42,1,Friday,May,5,43586.17,Bank Transfer,Family Transfer,user8429@okicici,family.transfer@okaxis,Success,False,GPay UPI
GP0006121,2024-03-14,17:49:39,17,Thursday,March,3,169.0,Food & Dining,McDonald's,user7696@okicici,mcdonald's@okaxis,Success,False,GPay UPI
GP0006122,2024-02-19,21:37:46,21,Monday,February,2,834.29,Education,Coursera,user6203@okicici,coursera@okaxis,Success,False,GPay UPI
GP0006123,2024-01-11,21:51:04,21,Thursday,January,1,370.92,Transport,IRCTC,user4000@okicici,irctc@okaxis,Success,False,GPay UPI
GP0006124,2024-08-09,00:58:39,0,Friday,August,8,11607.53,Bank Transfer,Friend Transfer,user3549@okicici,friend.transfer@okaxis,Failed,False,GPay UPI
GP0006125,2024-03-27,11:39:58,11,Wednesday,March,3,322.98,Recharge,Jio,user8855@okicici,jio@okaxis,Success,False,GPay UPI
GP0006126,2024-11-17,21:41:38,21,Sunday,November,11,1154.4,Healthcare,Netmeds,user7094@okicici,netmeds@okaxis,Failed,False,GPay UPI
GP0006127,2024-09-22,10:23:08,10,Sunday,September,9,860.94,Food & Dining,Dominos,user4345@okicici,dominos@okaxis,Failed,False,GPay UPI
GP0006128,2024-06-13,10:13:55,10,Thursday,June,6,1861.29,Healthcare,PharmEasy,user4259@okicici,pharmeasy@okaxis,Success,False,GPay UPI
GP0006129,2024-01-18,20:04:44,20,Thursday,January,1,1350.08,Healthcare,1mg,user8779@okicici,1mg@okaxis,Failed,False,GPay UPI
GP0006130,2024-10-31,17:34:48,17,Thursday,October,10,1131.61,Groceries,Zepto,user6359@okicici,zepto@okaxis,Success,False,GPay UPI
GP0006131,2024-10-21,01:45:10,1,Monday,October,10,1417.99,Food & Dining,McDonald's,user8240@okicici,mcdonald's@okaxis,Success,False,GPay UPI
GP0006132,2024-04-24,01:08:51,1,Wednesday,April,4,4888.38,Utilities,Water Bill,user6377@okicici,water.bill@okaxis,Success,False,GPay UPI
GP0006133,2024-07-28,22:33:59,22,Sunday,July,7,1776.65,Bank Transfer,Personal Transfer,user6330@okicici,personal.transfer@okaxis,Failed,False,GPay UPI
GP0006134,2024-07-14,16:13:43,16,Sunday,July,7,1778.8,Utilities,Gas Agency,user6894@okicici,gas.agency@okaxis,Success,False,GPay UPI
GP0006135,2024-02-29,09:16:49,9,Thursday,February,2,24901.36,Utilities,Electricity Board,user2870@okicici,electricity.board@okaxis,Success,True,GPay UPI
GP0006136,2024-10-12,12:01:24,12,Saturday,October,10,2388.71,Groceries,BigBasket,user5963@okicici,bigbasket@okaxis,Failed,False,GPay UPI
GP0006137,2024-07-22,02:41:05,2,Monday,July,7,5808.83,Shopping,Meesho,user8014@okicici,meesho@okaxis,Success,False,GPay UPI
GP0006138,2024-05-22,10:06:57,10,Wednesday,May,5,5280.49,Shopping,Amazon,user8155@okicici,amazon@okaxis,Success,False,GPay UPI
GP0006139,2024-06-20,01:17:51,1,Thursday,June,6,733.17,Entertainment,Netflix,user6837@okicici,netflix@okaxis,Success,False,GPay UPI
GP0006140,2024-05-10,09:05:31,9,Friday,May,5,1252.43,Food & Dining,Burger King,user1555@okicici,burger.king@okaxis,Success,False,GPay UPI
GP0006141,2024-07-04,11:09:37,11,Thursday,July,7,6941.09,Bank Transfer,Family Transfer,user1608@okicici,family.transfer@okaxis,Success,False,GPay UPI
GP0006142,2024-04-29,12:26:34,12,Monday,April,4,1233.62,Healthcare,1mg,user6440@okicici,1mg@okaxis,Success,False,GPay UPI
GP0006143,2024-12-13,19:54:46,19,Friday,December,12,2118.43,Groceries,Swiggy Instamart,user9293@okicici,swiggy.instamart@okaxis,Success,False,GPay UPI
GP0006144,2024-08-06,10:09:29,10,Tuesday,August,8,327.12,Transport,RedBus,user5798@okicici,redbus@okaxis,Success,False,GPay UPI
GP0006145,2024-10-26,12:14:56,12,Saturday,October,10,1877.82,Utilities,Water Bill,user2593@okicici,water.bill@okaxis,Success,False,GPay UPI
GP0006146,2024-01-26,02:18:56,2,Friday,January,1,12167.77,Bank Transfer,Family Transfer,user5862@okicici,family.transfer@okaxis,Success,False,GPay UPI
GP0006147,2024-09-04,00:25:47,0,Wednesday,September,9,1433.52,Utilities,Water Bill,user7667@okicici,water.bill@okaxis,Failed,False,GPay UPI
GP0006148,2024-10-26,04:46:50,4,Saturday,October,10,493.83,Transport,RedBus,user1571@okicici,redbus@okaxis,Success,False,GPay UPI
GP0006149,2024-10-02,18:11:35,18,Wednesday,October,10,727.6,Transport,IRCTC,user5476@okicici,irctc@okaxis,Success,False,GPay UPI
GP0006150,2024-03-05,08:35:32,8,Tuesday,March,3,25042.85,Bank Transfer,EMI Payment,user2711@okicici,emi.payment@okaxis,Success,False,GPay UPI
GP0006151,2024-06-18,22:04:34,22,Tuesday,June,6,126.3,Recharge,BSNL,user9224@okicici,bsnl@okaxis,Success,False,GPay UPI
GP0006152,2024-01-06,09:39:56,9,Saturday,January,1,408.3,Transport,Ola,user9209@okicici,ola@okaxis,Failed,False,GPay UPI
GP0006153,2024-12-19,19:25:10,19,Thursday,December,12,1920.53,Healthcare,Practo,user4651@okicici,practo@okaxis,Success,False,GPay UPI
GP0006154,2024-05-27,11:19:12,11,Monday,May,5,445.55,Transport,RedBus,user3959@okicici,redbus@okaxis,Success,False,GPay UPI
GP0006155,2024-04-08,00:22:26,0,Monday,April,4,393.33,Groceries,BigBasket,user7698@okicici,bigbasket@okaxis,Success,False,GPay UPI
GP0006156,2024-02-13,09:08:40,9,Tuesday,February,2,2252.04,Utilities,Water Bill,user6720@okicici,water.bill@okaxis,Success,False,GPay UPI
GP0006157,2024-08-18,11:51:27,11,Sunday,August,8,6732.35,Shopping,Flipkart,user7466@okicici,flipkart@okaxis,Success,False,GPay UPI
GP0006158,2024-07-12,11:17:43,11,Friday,July,7,1837.81,Utilities,Broadband,user6063@okicici,broadband@okaxis,Success,False,GPay UPI
GP0006159,2024-09-02,00:08:05,0,Monday,September,9,1710.58,Groceries,BigBasket,user9283@okicici,bigbasket@okaxis,Success,False,GPay UPI
GP0006160,2024-03-30,22:06:37,22,Saturday,March,3,4768.22,Education,Udemy,user2467@okicici,udemy@okaxis,Success,False,GPay UPI
GP0006161,2024-01-15,07:12:50,7,Monday,January,1,9340.8,Education,Udemy,user3826@okicici,udemy@okaxis,Failed,False,GPay UPI
GP0006162,2024-10-26,00:53:46,0,Saturday,October,10,12547.3,Shopping,Myntra,user2434@okicici,myntra@okaxis,Success,False,GPay UPI
GP0006163,2024-04-11,22:36:20,22,Thursday,April,4,2559.68,Groceries,BigBasket,user7061@okicici,bigbasket@okaxis,Success,False,GPay UPI
GP0006164,2024-09-21,22:26:42,22,Saturday,September,9,970.69,Entertainment,Spotify,user3350@okicici,spotify@okaxis,Success,False,GPay UPI
GP0006165,2024-05-23,08:21:34,8,Thursday,May,5,607.32,Healthcare,PharmEasy,user2876@okicici,pharmeasy@okaxis,Success,False,GPay UPI
GP0006166,2024-08-19,01:12:57,1,Monday,August,8,635.46,Education,Vedantu,user8021@okicici,vedantu@okaxis,Success,False,GPay UPI
GP0006167,2024-11-09,18:52:02,18,Saturday,November,11,813.37,Recharge,Jio,user5039@okicici,jio@okaxis,Success,False,GPay UPI
GP0006168,2024-12-15,02:51:41,2,Sunday,December,12,577.87,Groceries,Swiggy Instamart,user8786@okicici,swiggy.instamart@okaxis,Success,False,GPay UPI
GP0006169,2024-04-19,06:04:23,6,Friday,April,4,1212.39,Food & Dining,KFC,user2983@okicici,kfc@okaxis,Success,False,GPay UPI
GP0006170,2024-03-07,03:50:31,3,Thursday,March,3,102.06,Entertainment,Spotify,user3031@okicici,spotify@okaxis,Success,False,GPay UPI
GP0006171,2024-05-17,04:15:55,4,Friday,May,5,140.84,Transport,Rapido,user2414@okicici,rapido@okaxis,Success,False,GPay UPI
GP0006172,2024-11-18,18:37:01,18,Monday,November,11,3627.37,Utilities,DTH Recharge,user9738@okicici,dth.recharge@okaxis,Success,False,GPay UPI
GP0006173,2024-01-29,02:45:43,2,Monday,January,1,5529.26,Shopping,Nykaa,user6760@okicici,nykaa@okaxis,Success,False,GPay UPI
GP0006174,2024-12-02,10:14:04,10,Monday,December,12,3886.39,Utilities,Water Bill,user1108@okicici,water.bill@okaxis,Success,False,GPay UPI
GP0006175,2024-04-16,08:39:25,8,Tuesday,April,4,25772.41,Bank Transfer,Personal Transfer,user9611@okicici,personal.transfer@okaxis,Success,False,GPay UPI
GP0006176,2024-01-28,21:25:10,21,Sunday,January,1,276.71,Food & Dining,Dominos,user4082@okicici,dominos@okaxis,Success,False,GPay UPI
GP0006177,2024-09-11,23:43:26,23,Wednesday,September,9,1012.74,Food & Dining,KFC,user9007@okicici,kfc@okaxis,Success,False,GPay UPI
GP0006178,2024-02-28,19:34:49,19,Wednesday,February,2,11788.63,Shopping,Nykaa,user3594@okicici,nykaa@okaxis,Success,False,GPay UPI
GP0006179,2024-02-18,16:34:20,16,Sunday,February,2,705.15,Transport,Uber,user8037@okicici,uber@okaxis,Success,False,GPay UPI
GP0006180,2024-07-15,17:56:18,17,Monday,July,7,704.7,Healthcare,PharmEasy,user3025@okicici,pharmeasy@okaxis,Success,False,GPay UPI
GP0006181,2024-06-22,08:16:30,8,Saturday,June,6,582.69,Entertainment,BookMyShow,user8500@okicici,bookmyshow@okaxis,Success,False,GPay UPI
GP0006182,2024-04-22,10:36:13,10,Monday,April,4,975.12,Recharge,Jio,user4176@okicici,jio@okaxis,Success,False,GPay UPI
GP0006183,2024-09-04,11:11:33,11,Wednesday,September,9,401.41,Transport,Metro Card,user3572@okicici,metro.card@okaxis,Failed,False,GPay UPI
